ENV_ID,Value_1e-05_Seed_1,Value_1e-05_Seed_10,Value_1e-05_Seed_20,Value_1e-05_Seed_25,Value_1e-05_Seed_42,Value_0.0001_Seed_1,Value_0.0001_Seed_10,Value_0.0001_Seed_20,Value_0.0001_Seed_25,Value_0.0001_Seed_42,Value_0.001_Seed_1,Value_0.001_Seed_10,Value_0.001_Seed_20,Value_0.001_Seed_25,Value_0.001_Seed_42,Value_0.01_Seed_1,Value_0.01_Seed_10,Value_0.01_Seed_20,Value_0.01_Seed_25,Value_0.01_Seed_42,Value_0.1_Seed_1,Value_0.1_Seed_10,Value_0.1_Seed_20,Value_0.1_Seed_25,Value_0.1_Seed_42
0,0.0,0.031200000000000002,0.0078000000000000005,0.031200000000000002,0.015600000000000001,0.0078000000000000005,0.054700000000000006,0.0,0.015600000000000001,0.0,0.0234,0.0078000000000000005,0.0078000000000000005,0.015600000000000001,0.031200000000000002,0.054700000000000006,0.0703,0.054700000000000006,0.0234,0.0391,0.0859,0.0625,0.0391,0.046900000000000004,0.054700000000000006
1,0.046900000000000004,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.0391,0.0078000000000000005,0.0391,0.031200000000000002,0.015600000000000001,0.0078000000000000005,0.0391,0.031200000000000002,0.0625,0.046900000000000004,0.0703,0.0703,0.046900000000000004,0.0391,0.0625,0.0703,0.046900000000000004,0.054700000000000006,0.0703,0.031200000000000002,0.046900000000000004
2,0.031200000000000002,0.054700000000000006,0.054700000000000006,0.054700000000000006,0.031200000000000002,0.046900000000000004,0.046900000000000004,0.015600000000000001,0.046900000000000004,0.0625,0.0391,0.046900000000000004,0.015600000000000001,0.0391,0.0391,0.0391,0.0234,0.046900000000000004,0.015600000000000001,0.0234,0.0391,0.031200000000000002,0.0703,0.0391,0.0234
3,0.031200000000000002,0.0391,0.0078000000000000005,0.0078000000000000005,0.0391,0.0234,0.054700000000000006,0.0078000000000000005,0.031200000000000002,0.031200000000000002,0.015600000000000001,0.046900000000000004,0.0703,0.031200000000000002,0.046900000000000004,0.046900000000000004,0.046900000000000004,0.0703,0.031200000000000002,0.0391,0.0234,0.046900000000000004,0.0234,0.0391,0.0391
4,0.0781,0.0234,0.015600000000000001,0.0234,0.0391,0.031200000000000002,0.046900000000000004,0.0391,0.0391,0.0391,0.031200000000000002,0.046900000000000004,0.0625,0.0703,0.054700000000000006,0.015600000000000001,0.054700000000000006,0.054700000000000006,0.046900000000000004,0.0391,0.015600000000000001,0.0625,0.031200000000000002,0.031200000000000002,0.046900000000000004
5,0.054700000000000006,0.0781,0.0703,0.0234,0.054700000000000006,0.031200000000000002,0.031200000000000002,0.0234,0.0391,0.0391,0.054700000000000006,0.0391,0.0234,0.046900000000000004,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.10160000000000001,0.0234,0.031200000000000002,0.031200000000000002,0.0781,0.0391,0.0625,0.0391
6,0.0234,0.054700000000000006,0.0625,0.0078000000000000005,0.015600000000000001,0.031200000000000002,0.0391,0.031200000000000002,0.015600000000000001,0.046900000000000004,0.0234,0.0391,0.031200000000000002,0.0859,0.0078000000000000005,0.031200000000000002,0.046900000000000004,0.0391,0.0234,0.054700000000000006,0.0078000000000000005,0.046900000000000004,0.046900000000000004,0.054700000000000006,0.0391
7,0.0391,0.054700000000000006,0.0391,0.046900000000000004,0.0391,0.046900000000000004,0.031200000000000002,0.046900000000000004,0.0234,0.0234,0.046900000000000004,0.031200000000000002,0.054700000000000006,0.046900000000000004,0.046900000000000004,0.046900000000000004,0.054700000000000006,0.015600000000000001,0.0078000000000000005,0.0391,0.0234,0.046900000000000004,0.0391,0.054700000000000006,0.0391
8,0.0391,0.031200000000000002,0.0234,0.0781,0.0391,0.046900000000000004,0.0234,0.046900000000000004,0.031200000000000002,0.015600000000000001,0.031200000000000002,0.0625,0.031200000000000002,0.0234,0.015600000000000001,0.046900000000000004,0.0234,0.015600000000000001,0.0234,0.046900000000000004,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.0391,0.0234
9,0.031200000000000002,0.046900000000000004,0.054700000000000006,0.0391,0.031200000000000002,0.0625,0.0703,0.0703,0.046900000000000004,0.031200000000000002,0.0234,0.0391,0.0234,0.015600000000000001,0.0391,0.031200000000000002,0.054700000000000006,0.046900000000000004,0.031200000000000002,0.0391,0.0391,0.031200000000000002,0.0078000000000000005,0.046900000000000004,0.0625
10,0.015600000000000001,0.046900000000000004,0.031200000000000002,0.0391,0.0391,0.031200000000000002,0.0234,0.0234,0.0625,0.0391,0.0234,0.031200000000000002,0.031200000000000002,0.031200000000000002,0.0625,0.031200000000000002,0.054700000000000006,0.031200000000000002,0.031200000000000002,0.054700000000000006,0.0625,0.031200000000000002,0.015600000000000001,0.0391,0.031200000000000002
