ENV_ID,Value_0.1_Seed_1,Value_0.1_Seed_10,Value_0.1_Seed_20,Value_0.1_Seed_25,Value_0.1_Seed_42,Value_0.2_Seed_1,Value_0.2_Seed_10,Value_0.2_Seed_20,Value_0.2_Seed_25,Value_0.2_Seed_42,Value_0.3_Seed_1,Value_0.3_Seed_10,Value_0.3_Seed_20,Value_0.3_Seed_25,Value_0.3_Seed_42,Value_0.4_Seed_1,Value_0.4_Seed_10,Value_0.4_Seed_20,Value_0.4_Seed_25,Value_0.4_Seed_42,Value_0.5_Seed_1,Value_0.5_Seed_10,Value_0.5_Seed_20,Value_0.5_Seed_25,Value_0.5_Seed_42,Value_0.6_Seed_1,Value_0.6_Seed_10,Value_0.6_Seed_20,Value_0.6_Seed_25,Value_0.6_Seed_42,Value_0.7_Seed_1,Value_0.7_Seed_10,Value_0.7_Seed_20,Value_0.7_Seed_25,Value_0.7_Seed_42,Value_0.8_Seed_1,Value_0.8_Seed_10,Value_0.8_Seed_20,Value_0.8_Seed_25,Value_0.8_Seed_42,Value_0.9_Seed_1,Value_0.9_Seed_10,Value_0.9_Seed_20,Value_0.9_Seed_25,Value_0.9_Seed_42,Value_1.0_Seed_1,Value_1.0_Seed_10,Value_1.0_Seed_20,Value_1.0_Seed_25,Value_1.0_Seed_42
0,0.031200000000000002,0.054700000000000006,0.0234,0.0625,0.0703,0.0391,0.054700000000000006,0.0234,0.046900000000000004,0.0234,0.031200000000000002,0.0234,0.0625,0.046900000000000004,0.0234,0.054700000000000006,0.0625,0.0234,0.046900000000000004,0.0703,0.054700000000000006,0.0391,0.0703,0.046900000000000004,0.0078000000000000005,0.031200000000000002,0.0234,0.0625,0.0625,0.0703,0.031200000000000002,0.0625,0.0703,0.10160000000000001,0.0234,0.054700000000000006,0.0391,0.0234,0.0625,0.0078000000000000005,0.054700000000000006,0.0625,0.0625,0.054700000000000006,0.0703,0.0391,0.0234,0.0234,0.054700000000000006,0.0703
1,0.0625,0.031200000000000002,0.015600000000000001,0.046900000000000004,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.0625,0.0078000000000000005,0.046900000000000004,0.0625,0.054700000000000006,0.015600000000000001,0.015600000000000001,0.046900000000000004,0.0625,0.054700000000000006,0.015600000000000001,0.015600000000000001,0.0234,0.031200000000000002,0.054700000000000006,0.031200000000000002,0.046900000000000004,0.0234,0.031200000000000002,0.031200000000000002,0.031200000000000002,0.015600000000000001,0.046900000000000004,0.0625,0.0391,0.015600000000000001,0.0078000000000000005,0.0234,0.0625,0.054700000000000006,0.0625,0.046900000000000004,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.015600000000000001,0.054700000000000006,0.046900000000000004,0.031200000000000002,0.054700000000000006,0.0625,0.054700000000000006,0.046900000000000004
2,0.046900000000000004,0.015600000000000001,0.0781,0.0234,0.046900000000000004,0.046900000000000004,0.054700000000000006,0.0781,0.0234,0.046900000000000004,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.046900000000000004,0.046900000000000004,0.0234,0.054700000000000006,0.031200000000000002,0.0234,0.046900000000000004,0.0234,0.054700000000000006,0.0234,0.015600000000000001,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.0781,0.015600000000000001,0.046900000000000004,0.046900000000000004,0.0781,0.0234,0.046900000000000004,0.046900000000000004,0.0234,0.015600000000000001,0.0781,0.0234,0.046900000000000004,0.031200000000000002,0.015600000000000001,0.0391,0.0234,0.046900000000000004,0.0391,0.0781,0.0234,0.046900000000000004,0.046900000000000004
3,0.0391,0.046900000000000004,0.0859,0.0234,0.0781,0.0391,0.0625,0.0859,0.0234,0.046900000000000004,0.046900000000000004,0.031200000000000002,0.015600000000000001,0.0234,0.031200000000000002,0.046900000000000004,0.046900000000000004,0.0859,0.0234,0.031200000000000002,0.0391,0.0625,0.0859,0.0391,0.015600000000000001,0.0391,0.046900000000000004,0.0859,0.0234,0.0781,0.046900000000000004,0.046900000000000004,0.0859,0.0234,0.031200000000000002,0.046900000000000004,0.0625,0.015600000000000001,0.0391,0.031200000000000002,0.0391,0.031200000000000002,0.015600000000000001,0.0391,0.031200000000000002,0.046900000000000004,0.046900000000000004,0.0859,0.0391,0.046900000000000004
4,0.031200000000000002,0.0625,0.0391,0.031200000000000002,0.0234,0.0625,0.054700000000000006,0.0391,0.015600000000000001,0.0391,0.0625,0.054700000000000006,0.0391,0.015600000000000001,0.054700000000000006,0.031200000000000002,0.0781,0.0391,0.015600000000000001,0.046900000000000004,0.054700000000000006,0.054700000000000006,0.046900000000000004,0.031200000000000002,0.0391,0.054700000000000006,0.054700000000000006,0.0391,0.031200000000000002,0.0391,0.054700000000000006,0.054700000000000006,0.046900000000000004,0.031200000000000002,0.046900000000000004,0.0391,0.054700000000000006,0.0391,0.031200000000000002,0.0391,0.0391,0.0781,0.0391,0.015600000000000001,0.0234,0.0391,0.054700000000000006,0.054700000000000006,0.015600000000000001,0.046900000000000004
5,0.031200000000000002,0.031200000000000002,0.0391,0.0391,0.046900000000000004,0.015600000000000001,0.0703,0.054700000000000006,0.046900000000000004,0.046900000000000004,0.031200000000000002,0.0703,0.0391,0.046900000000000004,0.054700000000000006,0.0391,0.031200000000000002,0.0234,0.0391,0.0625,0.015600000000000001,0.031200000000000002,0.046900000000000004,0.015600000000000001,0.0625,0.015600000000000001,0.031200000000000002,0.054700000000000006,0.046900000000000004,0.0391,0.0391,0.0703,0.054700000000000006,0.0391,0.054700000000000006,0.015600000000000001,0.0703,0.046900000000000004,0.0391,0.0391,0.031200000000000002,0.0391,0.046900000000000004,0.0391,0.0625,0.015600000000000001,0.0391,0.046900000000000004,0.015600000000000001,0.046900000000000004
6,0.0078000000000000005,0.046900000000000004,0.0391,0.0234,0.031200000000000002,0.0234,0.0391,0.015600000000000001,0.0234,0.015600000000000001,0.0391,0.046900000000000004,0.015600000000000001,0.0234,0.031200000000000002,0.0234,0.046900000000000004,0.046900000000000004,0.0234,0.0391,0.0391,0.046900000000000004,0.0625,0.0234,0.015600000000000001,0.0391,0.031200000000000002,0.046900000000000004,0.0234,0.0391,0.0078000000000000005,0.0391,0.0391,0.0234,0.0391,0.015600000000000001,0.031200000000000002,0.0391,0.0234,0.0391,0.0078000000000000005,0.031200000000000002,0.0391,0.0234,0.015600000000000001,0.0391,0.031200000000000002,0.046900000000000004,0.0234,0.015600000000000001
7,0.0391,0.031200000000000002,0.0234,0.0234,0.031200000000000002,0.0391,0.054700000000000006,0.0234,0.0391,0.0391,0.054700000000000006,0.0703,0.0625,0.0391,0.0391,0.0234,0.0703,0.0234,0.015600000000000001,0.031200000000000002,0.0234,0.015600000000000001,0.0625,0.0391,0.0391,0.0234,0.0703,0.0234,0.0234,0.0391,0.054700000000000006,0.015600000000000001,0.0625,0.015600000000000001,0.031200000000000002,0.0234,0.015600000000000001,0.031200000000000002,0.0391,0.0391,0.0391,0.015600000000000001,0.0625,0.0391,0.031200000000000002,0.054700000000000006,0.054700000000000006,0.0234,0.0391,0.0391
8,0.0391,0.0625,0.031200000000000002,0.031200000000000002,0.0703,0.0078000000000000005,0.0625,0.054700000000000006,0.031200000000000002,0.0703,0.046900000000000004,0.0625,0.054700000000000006,0.054700000000000006,0.0703,0.046900000000000004,0.054700000000000006,0.031200000000000002,0.031200000000000002,0.0703,0.046900000000000004,0.054700000000000006,0.031200000000000002,0.0234,0.0703,0.046900000000000004,0.054700000000000006,0.031200000000000002,0.031200000000000002,0.0703,0.0078000000000000005,0.054700000000000006,0.031200000000000002,0.054700000000000006,0.015600000000000001,0.046900000000000004,0.0625,0.054700000000000006,0.054700000000000006,0.015600000000000001,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.031200000000000002,0.0703,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.0234,0.015600000000000001
9,0.046900000000000004,0.0234,0.031200000000000002,0.0391,0.015600000000000001,0.0391,0.046900000000000004,0.015600000000000001,0.031200000000000002,0.015600000000000001,0.0391,0.046900000000000004,0.015600000000000001,0.031200000000000002,0.015600000000000001,0.0391,0.0391,0.054700000000000006,0.031200000000000002,0.0391,0.015600000000000001,0.046900000000000004,0.054700000000000006,0.0391,0.015600000000000001,0.0391,0.0391,0.054700000000000006,0.054700000000000006,0.015600000000000001,0.0391,0.046900000000000004,0.031200000000000002,0.0391,0.0391,0.046900000000000004,0.0234,0.031200000000000002,0.0391,0.0703,0.0391,0.0234,0.015600000000000001,0.054700000000000006,0.015600000000000001,0.015600000000000001,0.0391,0.046900000000000004,0.054700000000000006,0.015600000000000001
