ENV_ID,Value_0.5_Seed_1,Value_0.5_Seed_10,Value_0.5_Seed_20,Value_0.5_Seed_25,Value_0.5_Seed_42,Value_0.6_Seed_1,Value_0.6_Seed_10,Value_0.6_Seed_20,Value_0.6_Seed_25,Value_0.6_Seed_42,Value_0.7_Seed_1,Value_0.7_Seed_10,Value_0.7_Seed_20,Value_0.7_Seed_25,Value_0.7_Seed_42,Value_0.8_Seed_1,Value_0.8_Seed_10,Value_0.8_Seed_20,Value_0.8_Seed_25,Value_0.8_Seed_42,Value_0.9_Seed_1,Value_0.9_Seed_10,Value_0.9_Seed_20,Value_0.9_Seed_25,Value_0.9_Seed_42,Value_1.0_Seed_1,Value_1.0_Seed_10,Value_1.0_Seed_20,Value_1.0_Seed_25,Value_1.0_Seed_42
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.7188,0.8359000000000001,0.8438,0.9609000000000001,0.8984000000000001,0.9062,0.9688,0.8594,0.9141,0.875,0.9688,0.9766,0.9531000000000001,0.9688,0.8828,0.8359000000000001,0.8281000000000001,0.9297000000000001,0.9531000000000001,0.9688,0.8594,0.9297000000000001,0.8594,0.9609000000000001,0.9375,0.8906000000000001,0.8516,0.9219,0.9453,0.9297000000000001
2,0.0391,0.125,0.09380000000000001,0.0859,0.0859,0.125,0.0625,0.10160000000000001,0.125,0.0859,0.11720000000000001,0.0781,0.10160000000000001,0.11720000000000001,0.09380000000000001,0.125,0.09380000000000001,0.0859,0.11720000000000001,0.10160000000000001,0.09380000000000001,0.11720000000000001,0.09380000000000001,0.1406,0.0859,0.0625,0.0625,0.10940000000000001,0.11720000000000001,0.054700000000000006
3,0.054700000000000006,0.0781,0.10160000000000001,0.054700000000000006,0.031200000000000002,0.0391,0.054700000000000006,0.0703,0.046900000000000004,0.054700000000000006,0.054700000000000006,0.054700000000000006,0.0625,0.031200000000000002,0.1328,0.054700000000000006,0.0781,0.0234,0.0391,0.0703,0.0781,0.10940000000000001,0.09380000000000001,0.046900000000000004,0.0391,0.054700000000000006,0.0625,0.054700000000000006,0.046900000000000004,0.0234
4,0.0234,0.0391,0.09380000000000001,0.0859,0.0078000000000000005,0.015600000000000001,0.046900000000000004,0.0781,0.0625,0.0078000000000000005,0.046900000000000004,0.046900000000000004,0.0781,0.046900000000000004,0.0625,0.031200000000000002,0.0625,0.031200000000000002,0.0391,0.0625,0.0703,0.0625,0.046900000000000004,0.031200000000000002,0.046900000000000004,0.0703,0.0625,0.0625,0.0703,0.09380000000000001
5,0.0234,0.0391,0.031200000000000002,0.0391,0.031200000000000002,0.031200000000000002,0.046900000000000004,0.054700000000000006,0.0703,0.031200000000000002,0.046900000000000004,0.031200000000000002,0.046900000000000004,0.046900000000000004,0.0391,0.046900000000000004,0.0391,0.031200000000000002,0.054700000000000006,0.046900000000000004,0.0391,0.0391,0.0781,0.046900000000000004,0.015600000000000001,0.0391,0.046900000000000004,0.054700000000000006,0.054700000000000006,0.054700000000000006
6,0.046900000000000004,0.0234,0.031200000000000002,0.054700000000000006,0.0391,0.054700000000000006,0.046900000000000004,0.0391,0.0391,0.046900000000000004,0.0234,0.0234,0.054700000000000006,0.0703,0.0703,0.015600000000000001,0.0391,0.0234,0.046900000000000004,0.015600000000000001,0.054700000000000006,0.031200000000000002,0.0234,0.0234,0.0391,0.046900000000000004,0.046900000000000004,0.046900000000000004,0.031200000000000002,0.0391
7,0.054700000000000006,0.015600000000000001,0.0391,0.0703,0.031200000000000002,0.046900000000000004,0.0625,0.031200000000000002,0.054700000000000006,0.054700000000000006,0.031200000000000002,0.031200000000000002,0.0391,0.054700000000000006,0.0234,0.0234,0.0078000000000000005,0.046900000000000004,0.031200000000000002,0.0391,0.054700000000000006,0.046900000000000004,0.046900000000000004,0.046900000000000004,0.0703,0.054700000000000006,0.046900000000000004,0.0078000000000000005,0.031200000000000002,0.031200000000000002
8,0.031200000000000002,0.046900000000000004,0.0234,0.0625,0.031200000000000002,0.015600000000000001,0.0078000000000000005,0.0234,0.0391,0.046900000000000004,0.031200000000000002,0.015600000000000001,0.0234,0.0625,0.0625,0.0391,0.0391,0.031200000000000002,0.0391,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.031200000000000002,0.015600000000000001,0.0391,0.015600000000000001,0.0078000000000000005,0.0703,0.0234,0.0391
9,0.015600000000000001,0.015600000000000001,0.0234,0.031200000000000002,0.0703,0.0234,0.054700000000000006,0.0391,0.0234,0.031200000000000002,0.0391,0.10160000000000001,0.031200000000000002,0.0391,0.0391,0.054700000000000006,0.015600000000000001,0.0234,0.0234,0.0234,0.031200000000000002,0.031200000000000002,0.0078000000000000005,0.031200000000000002,0.0078000000000000005,0.0625,0.046900000000000004,0.0703,0.031200000000000002,0.0391
10,0.015600000000000001,0.0078000000000000005,0.054700000000000006,0.0391,0.031200000000000002,0.046900000000000004,0.031200000000000002,0.054700000000000006,0.031200000000000002,0.046900000000000004,0.015600000000000001,0.046900000000000004,0.0625,0.0391,0.046900000000000004,0.0391,0.0625,0.0625,0.0234,0.0391,0.054700000000000006,0.046900000000000004,0.031200000000000002,0.0625,0.015600000000000001,0.0234,0.046900000000000004,0.0391,0.0234,0.0234
