ENV_ID,Value_100_Seed_1,Value_100_Seed_10,Value_100_Seed_20,Value_100_Seed_25,Value_100_Seed_42,Value_500_Seed_1,Value_500_Seed_10,Value_500_Seed_20,Value_500_Seed_25,Value_500_Seed_42,Value_1000_Seed_1,Value_1000_Seed_10,Value_1000_Seed_20,Value_1000_Seed_25,Value_1000_Seed_42,Value_2000_Seed_1,Value_2000_Seed_10,Value_2000_Seed_20,Value_2000_Seed_25,Value_2000_Seed_42,Value_5000_Seed_1,Value_5000_Seed_10,Value_5000_Seed_20,Value_5000_Seed_25,Value_5000_Seed_42
0,0.0703,0.10940000000000001,0.0625,0.0625,0.10940000000000001,0.0625,0.0781,0.0859,0.0859,0.046900000000000004,0.0703,0.054700000000000006,0.09380000000000001,0.09380000000000001,0.0625,0.054700000000000006,0.0703,0.0391,0.0781,0.09380000000000001,0.0625,0.09380000000000001,0.0391,0.054700000000000006,0.0625
1,0.046900000000000004,0.054700000000000006,0.046900000000000004,0.0391,0.046900000000000004,0.0391,0.0859,0.046900000000000004,0.0859,0.10940000000000001,0.046900000000000004,0.0703,0.0859,0.031200000000000002,0.0625,0.046900000000000004,0.0625,0.11720000000000001,0.09380000000000001,0.031200000000000002,0.054700000000000006,0.09380000000000001,0.031200000000000002,0.10940000000000001,0.0781
2,0.0781,0.0703,0.0703,0.0781,0.054700000000000006,0.0859,0.0625,0.0625,0.031200000000000002,0.054700000000000006,0.054700000000000006,0.0703,0.054700000000000006,0.054700000000000006,0.0391,0.0234,0.0859,0.0625,0.0859,0.0703,0.046900000000000004,0.0391,0.0391,0.09380000000000001,0.046900000000000004
3,0.0781,0.0234,0.0781,0.0391,0.046900000000000004,0.0391,0.046900000000000004,0.0703,0.046900000000000004,0.0234,0.054700000000000006,0.046900000000000004,0.0703,0.10160000000000001,0.031200000000000002,0.054700000000000006,0.0703,0.031200000000000002,0.046900000000000004,0.054700000000000006,0.046900000000000004,0.0703,0.0391,0.046900000000000004,0.0703
4,0.015600000000000001,0.0391,0.054700000000000006,0.0391,0.046900000000000004,0.054700000000000006,0.0781,0.054700000000000006,0.031200000000000002,0.046900000000000004,0.054700000000000006,0.0859,0.0781,0.09380000000000001,0.0234,0.0703,0.0781,0.0625,0.0625,0.0625,0.031200000000000002,0.031200000000000002,0.031200000000000002,0.0781,0.046900000000000004
5,0.0625,0.0391,0.046900000000000004,0.0234,0.015600000000000001,0.0703,0.054700000000000006,0.031200000000000002,0.0391,0.054700000000000006,0.0859,0.031200000000000002,0.0234,0.046900000000000004,0.0234,0.054700000000000006,0.046900000000000004,0.0391,0.046900000000000004,0.0,0.031200000000000002,0.046900000000000004,0.054700000000000006,0.046900000000000004,0.031200000000000002
6,0.046900000000000004,0.0391,0.046900000000000004,0.054700000000000006,0.0391,0.0391,0.0234,0.054700000000000006,0.046900000000000004,0.054700000000000006,0.0234,0.046900000000000004,0.054700000000000006,0.015600000000000001,0.054700000000000006,0.031200000000000002,0.0625,0.0391,0.054700000000000006,0.015600000000000001,0.031200000000000002,0.031200000000000002,0.046900000000000004,0.0391,0.046900000000000004
7,0.0391,0.054700000000000006,0.031200000000000002,0.031200000000000002,0.031200000000000002,0.031200000000000002,0.046900000000000004,0.0625,0.046900000000000004,0.0234,0.054700000000000006,0.046900000000000004,0.0391,0.0703,0.046900000000000004,0.0625,0.054700000000000006,0.0078000000000000005,0.015600000000000001,0.054700000000000006,0.031200000000000002,0.046900000000000004,0.046900000000000004,0.031200000000000002,0.015600000000000001
8,0.046900000000000004,0.0,0.0391,0.046900000000000004,0.0391,0.046900000000000004,0.0391,0.0625,0.054700000000000006,0.0391,0.0391,0.015600000000000001,0.0391,0.031200000000000002,0.031200000000000002,0.0078000000000000005,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.0625,0.046900000000000004,0.046900000000000004,0.0391,0.031200000000000002,0.046900000000000004
9,0.031200000000000002,0.031200000000000002,0.0391,0.0391,0.0234,0.015600000000000001,0.031200000000000002,0.015600000000000001,0.015600000000000001,0.031200000000000002,0.0391,0.031200000000000002,0.046900000000000004,0.0,0.054700000000000006,0.015600000000000001,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.015600000000000001,0.031200000000000002,0.054700000000000006,0.031200000000000002,0.0,0.0391
10,0.0391,0.0625,0.031200000000000002,0.031200000000000002,0.015600000000000001,0.031200000000000002,0.015600000000000001,0.0,0.031200000000000002,0.0234,0.046900000000000004,0.015600000000000001,0.015600000000000001,0.0234,0.046900000000000004,0.0625,0.015600000000000001,0.046900000000000004,0.031200000000000002,0.031200000000000002,0.054700000000000006,0.0234,0.0391,0.031200000000000002,0.015600000000000001
11,0.0391,0.0078000000000000005,0.031200000000000002,0.015600000000000001,0.031200000000000002,0.031200000000000002,0.031200000000000002,0.0234,0.031200000000000002,0.031200000000000002,0.0234,0.015600000000000001,0.031200000000000002,0.015600000000000001,0.0391,0.0391,0.046900000000000004,0.054700000000000006,0.031200000000000002,0.015600000000000001,0.0391,0.0234,0.015600000000000001,0.054700000000000006,0.0391
12,0.031200000000000002,0.046900000000000004,0.0234,0.0391,0.0078000000000000005,0.015600000000000001,0.031200000000000002,0.031200000000000002,0.015600000000000001,0.0234,0.0391,0.0,0.046900000000000004,0.015600000000000001,0.031200000000000002,0.0234,0.0391,0.046900000000000004,0.046900000000000004,0.054700000000000006,0.015600000000000001,0.0234,0.015600000000000001,0.054700000000000006,0.015600000000000001
13,0.015600000000000001,0.0078000000000000005,0.0234,0.015600000000000001,0.054700000000000006,0.054700000000000006,0.046900000000000004,0.031200000000000002,0.046900000000000004,0.0078000000000000005,0.031200000000000002,0.015600000000000001,0.0234,0.031200000000000002,0.031200000000000002,0.031200000000000002,0.0391,0.0078000000000000005,0.0234,0.0234,0.015600000000000001,0.0234,0.0,0.046900000000000004,0.046900000000000004
